"","sample","id","sign","text"
"4926",4926,449628,"Aries","              A Recap During a Nightcap   Greetings, crimestoppers!  Time for a brief recap of my day (Saturday).  Started off by going to bed at 4:10 AM after watching the movies ' urlLink Bounce ' and ' urlLink Hannibal ' (quite a combination, huh?).  Naturally, it took a little while to fall asleep, having the ending of 'Hannibal' still in my mind (pun not intended).  Keisha came in at about 8:30 AM as Jennie was heading to the library to return some videos ('Yes, get that 'Hannibal' film out of here!!!!').  At about 10:39 Keisha convinced me to get out of bed.  So I got up for a few seconds and then lay back down.  Finally, around 10:45 I get up for good.  Since it was late morning, we wondered if we still could have breakfast.  Keisha and I thought about that for a little bit, and then we were distracted by the nice weather outside.  Jennie came home shortly after noon, so we decided to get out of the house and get something to eat.  But we wanted some time to read our Bibles without Keisha distracting us, so we decided to go to a place that has a play area for kids - the  urlLink Burger King  in  urlLink Beavercreek, Ohio , near the  urlLink Mall at Fairfield Commons .  Silly us.  We chose the busiest place in the area.  Fortunately for me, I had some headphones as I typed into my laptop, but Jennie, I could tell, was very distracted..  About 2 PM we left an went to the  urlLink Deaf Association of Dayton on Valley Street  to hang out there for a few hours.  There we met Tom and Elizabeth from  urlLink Kettering .  Tom was born deaf, and his wife Elizabeth is a substitute teacher at  urlLink St. Rita's School for the Deaf  in Woodlawn, Ohio.  It was great learning new signs, etc.  I could tell Jennie and Keisha had fun, too.  Then we came home.  I was eager for a nap by now, but Jennie encouraged me that we should go through our mail.  We hadn't gone through it together in awhile.  Perhaps more on that another time.  Needless to say, I did the right thing and did    not    take a nap.  After working through the mail for awhile, we decided we needed a break.  So we went to  urlLink Meijer in Englewood .  We really only needed a few items, but somehow we spent a lot of time there.  It may have had something to do with Keisha and I getting split up from Jennie and those three laps around the grocery section we took looking for her.  It may have also been due to our browsing videos, pets, toys, and more.  Nevertheless, by about 9 PM, we all were pretty bushed.  So we came home put Keisha to bed after feeding her some leftover  urlLink Pizza Hut stuffed crust pizza .  Then Jennie cooked a frozen pizza we bought, and we ate it while watching the movie ' urlLink Rattle and Hum ' by  urlLink U2 .  Funny.  It's almost 1 AM on Sunday morning and I'm still going.  Well, not exactly.  My eyes are barely open. Even funnier are all the references to places in this entry for which I could create hyperlinks.  Perhaps later.  I'm heading for the sack.  Night everyone.  God bless.         "
"4927",4927,449628,"Aries","              US Rep. Tony Hall May Have a Job Offer   According to a  urlLink local news report , Dayton Congressman Tony Hall may be asked to join President Bush's administration.  If/when he does, a special election will be held to fill the vacancy.  Dayton Republicans are endorsing former Dayton mayor Mike Turner, while Democrats have said that they would be in a bind.         "
"4928",4928,449628,"Aries","              Bond, James Bond will make an 'Alias' appearance   If any of you have never seen this show,  urlLink here's  a good reason to do it.  Jennie and I make it part of our Sunday evening ritual.  We make sure Keisha is in bed between 8-9 PM so that when the show starts at 9, we are there.         "
"4929",4929,449628,"Aries","             Back at work.  Getting ready to focus on the task at hand.  I am going to work on being focused and try to reduce the distractions around me.  Much thanks to my friend and brother GP for his encouragement.  He sent me an email after he heard I have ADHD.  God has definitely been working miracles in his life recently.  He's undergone much treatment for cancer, and it looks like it's helped out a lot.  I'm also encouraged about Rush Limbaugh's story regarding his hearing loss.  He recently began using cochlear implants and has regained most of his hearing loss.  Cheers to an awesome day! 8-D   6/8/2003 Update: Removed the reference to an obsolete link.         "
"4930",4930,449628,"Aries","              Dream    Below is an excerpt from an email I received today from my friend Jeff:   that's weird that you email.  i actually had a dream about you and Keisha last night.  you emailed me something like this and were telling me how well keisha's piano lessons were going.  You said she only had two lessons left.  On your website you had a link to audio where she was playing beethoven quality music!  i'm going to freak out if i check out your website and there is anything remotely close to that!!!!!   Since he was wondering if there would be 'anything remotely close to that', I thought I'd include the whole thing! 8-D          "
"4931",4931,449628,"Aries","              Train a Child    urlLink  Bible Gateway Proverbs 22:6 :: NIV    Last night, as I tucked my daughter Keisha into bed, something happened that blew me away.  She said, 'Daddy, I want to pray to God.'  Since my wife Jennie or I usually initiate praying with her before she falls asleep, I was naturally surprised and very encouraged by her comment.  So we prayed together.         "
"4932",4932,449628,"Aries","              Eating an Elephant   Last night I met with my psychologist.  It is quite apparent that I have some type of ADHD.  I can see problems from a global scale and get completely overwhelmed and avoid them.  At other times I get bogged down unnecessarily on details.  We discussed breaking tasks down into small, manageable pieces - pieces that I can handle and commit to doing for a short period of time.  Kinda like eating an elephant.  Eating the whole elephant is an overwhelming task when considered from a global perspective.  But, when the task is broken down into subtasks, the task is not as overwhelming.  I know this, but I haven't applied this to my life that well.  So now I start.         "
"4933",4933,449628,"Aries","              Tooth Extraction   I was talking with a coworker this morning who is considering having his wisdom teeth taken out.  We've told him about our experiences, and he's a little apprehensive, not wanting it to be a horror story himself.  I got all four of my wisdom teeth taken out at once.  Before going to the oral surgeon's office, I ate some hot and spicy buffalo wings, since I knew that I wouldn't be able to eat them for awhile.  I didn't have insurance coverage (college boy supporting self fortunately had $ from co-op job and student loans), so I had to pay out of pocket.  Fortunately, I had waited until all four of them had erupted.  All the surgeon had to do was extract them; no cutting necessary.  Only local anesthesia (novocaine?) on the jaw.  So there I was.  Wide awake, yet feeling no pain... for now.  The surgeon pulled three of them out.  The last one was harder.  I remember him yanking my jaw back and forth ('Gee, you're really making me   work   for this one!' said the man getting paid over $100 per tooth.).  That hurt a little.  After it was all finished, I contacted my roommates, who picked me up.  Eager to get home, I climbed in the back seat.  Jorge, one of my roommates, wanted to check on his job application at University Hospital, so we stopped there.  What was meant to be a very quick wait wound up lasting over a half hour.  By this time I was hurting big time, and    very    eager to get home and rest.  So when that time finally arrived, I went upstairs and lay down in bed.  Some time later the phone rang.  It was Lindsey Nelson, a friend from church who was in Medical School at UC (i.e., University of Cincinnati).  'What's up?' he asked.  'I'm in pain.  I just had my wisdom teeth taken out.' I muffled with my mouth full of cotton.  'Would you like a shake?' he asked. 'Sure.' I replied.  I hung up and went back to sleep.  Sometime later Lindsey shows up with a 32-oz homemade chocolate shake.  Now,   that   was encouraging!         "
"4934",4934,449628,"Aries","             I just love technology... when it works!!!!  This morning my company's mail server was acting really 'squirrelly', right as I was typing an email, of course!  I had to reboot.  Let's see if things work better now...         "
"4935",4935,449628,"Aries","              What's Going On   I have an appointment with my psychologist tonight at 6 PM.  Please pray that I can be open and that God can use this guy to really help me.  Ok. So that's about it for me.  Wait.  I've been reading this book, 'The Power of a Praying Husband', by Stormie Omartian.  My wife Jennie bought it for me a few weeks ago. Also, I read something neat on Monday in  urlLink Genesis 35.1-5 .  Check it out if you get a chance.  Ok.  That's all I have right now.  Thanks for reading!         "
"4936",4936,449628,"Aries","              2002 Superbowl Halftime Show - U2   I really liked the  urlLink halftime show  at the Superbowl this past Sunday.  I just found out that The Edge's real name is David Evans, and that Bono's real name is Paul Hewson.         "
"4937",4937,449628,"Aries","              Trying to Get Noticed    Update:  Since the link to 'Journal' has been changed since this original posting, I needed to update this post.  The information below is now up to date.  I just registered 'Journal' with the MIT media lab's revered  urlLink Blogdex .  I found out about this index by reading an online article from Time.com, written by Chris Taylor, who recently created a  urlLink blog  himself.  So I guess we'll have to see how things turn out.  FYI, to find out how it's doing click this  urlLink link .  Keep in touch, y'all!   6/8/2003 Update:  I updated the link to how the blog is doing on Blogdex.         "
"4938",4938,449628,"Aries","              Evhead   A  urlLink link  to the guy that started it all.         "
"4939",4939,449628,"Aries","              What Muppet Am I?        "
"4940",4940,449628,"Aries","              Journey Into Geekdom, Part 6   Yes, ladies and gentlemen.  It's the moment you've been waiting for... the  Pinball  update.  Today at lunch (lunch seems to be a great time to do this), I achieved a new all-time high score...   11,759,750          "
"4941",4941,449628,"Aries","              Truck Accident   Two trucks loaded with a thousand copies of Roget's Thesaurus collided as they left a New York publishing house last Thursday, according to the Associated Press.  Witnesses were stunned, startled, aghast, taken aback, stupefied, amazed, astounded, and unsettled.   got this from a JI via email          "
"4942",4942,449628,"Aries","              One More Angel In Heaven   'Precious in the sight of the Lord  is the death of his saints. ' -  urlLink Psalm 116:15 (NIV)   I know I'm supposed to be happy when a faithful disciple of Jesus dies because that person is going to heaven, but  urlLink this article  saddens me especially because this woman belonged to our church, and her husband used to as well.  Now because of these circumstances, their three children are thrust into the world without there mommy or daddy around.  I often struggle with thoughts of what her last moments must have been like.  It causes chills to run up and down my spine.  I am grateful for my marriage to Jennie and for having other people involved in our lives to help us.  I believe that God is in control and will work this situation out for his glory.  Nevertheless, I cannot hide how I feel about the circumstances surrounding my sister-in-Christ's death.         "
"4943",4943,449628,"Aries","              Journey Into Geekdom, Part 5   History is continuing to be made, folks.  I know that you wait with baited breath to find out how my  Pinball  game is going.  Without further ado, today at lunch I increased my high score to...  9,103,500  !!!!!   (I knew you'd be excited)          "
"4944",4944,449628,"Aries","              Keeping Yourself Busy In Prison   Three convicts were on the way to prison. They were each allowed to take one item with them to help them occupy their time while incarcerated. On the bus, one turned to another and said, 'So, what did you bring?'  The second convict pulled out a box of paints and stated that he intended to paint anything he could. He wanted to become the 'Grandma Moses of Jail'. Then he asked the first, 'What did you bring?'   The first convict pulled out a deck of cards and grinned and said, 'I brought cards. I can play poker, solitaire, gin, and any number of games.'   The third convict was sitting quietly aside, grinning to himself. The other two took notice and asked, 'Why are you so smug? What did you bring?'  The guy pulled out a box of tampons and smiled. He said, 'I brought these.'   The other two were puzzled and asked, 'What can you do with those?'   He grinned and pointed to the box and said, 'Well according to the box, I can go horseback riding, swimming, roller-skating....'          "
"4945",4945,449628,"Aries","              Emergency Room   Yesterday our family made a trip to the emergency room.  It turned out to be a long wait for inconclusive results.  Sunday night Jennie was having abdominal and back pain, which kept her from going to sleep.  At about 1:30 AM we drove to the hospital.  Jennie was admitted at 1:40 AM.  About an hour and a half later Keisha and I were asked to go to her room.  We waited.  And tried to keep Keisha from getting into everything.  Keisha had a rough time waking up, but after about an hour, she was wide awake, as though it was daytime.  So there Jennie and I were, extremely tired, trying to keep Keisha from getting into everything in the examining room.  With the pillow Keisha brought I lay down on the floor and tried to doze off. How crazy.  No chance of getting to sleep there.  Why the long wait, we wondered.  I went to the nurses' station and asked what was taking so long.  I found out that they needed to do some tests on Jennie to try to uncover what was wrong.  I asked Jennie if she would mind if Keisha and I went out to get a bite to eat.  She said she didn't mind.  So Keisha and I got into the car, trying to dodge the freezing rain, and we drove to the ATM and then to White Castle, the closest 24-hour restaurant.  Of course they didn't have the Cinnamon rolls we wanted, so we opted for the Cheese danish and Apple danish.  We drove back to the hospital parking lot and ate our food, and then we went back inside the ER.  Nothing had changed; Jennie was still waiting, but fortunately, she had gotten a little bit of sleep.  I asked Jennie if she would mind if Keisha and I went back to the car and napped.  She said she didn't.  I told her that the hospital folks could call us on the cell phone if they needed.  So Keisha and I went back to the car and fell asleep.  At about 5:30 AM Jennie came out, having been discharged and with a prescription in hand.  It all seemed like a waste of time, to have waited so long for something that might as well been taken care of at the doctor's office.  But, I guess it's better to be safe.  Jennie and I were suprised that Keisha still wanted to go to school, having had intermittent sleep during the night.  But she insisted.  I, on the other hand, chose to stay home and take care of Jennie.  This came in handy when I go a phone call to go pick up a friend who had just had outpatient surgery.  I was able to let Jennie sleep while I picked our friend up.  I also was able to see Keisha off the school bus when it was time for her to come home.  In between these times, I got some more sleep.  In fact, at about 2:30 PM, I told Jennie I was going to take a nap.  I woke up at 8 PM.  It was indeed a crazy day.          "
"4946",4946,449628,"Aries","              Groundhog Day   This movie is one of my all-time favorites.  We're watching it right now, at Keisha's request.  Instead of the Academy Awards.  At least until Keisha goes to bed.  What if you were given one day that you would live over and over?         "
"4947",4947,449628,"Aries","              Local Miami Valley Girl Dies From Being Struck by Hockey Puck   When I heard the  urlLink news , I couldn't believe it.  Perhaps it is because the girl is from the area that it hits close to home.         "
"4948",4948,449628,"Aries","              Hmmm...   The updates to my Blogger template don't seem to be going through.  FYI, whenever I post something with a headline, I update my Blogger template and republish all the archive pages.  For the past few days, the template updates don't appear to be working.  Perhaps this is an early reminder that Geocities is going to halt the practice of allowing free remote FTP's to websites under their domain.  Bummer!          "
"4949",4949,449628,"Aries","              Ronald McDonald Comes to Our House, Part 1    Tonight we went through the drive thru at McDonald's, and Keisha saw a picture of Ronald McDonald.  This prompted her to say that she wants him to 'come to my house.'  This is what she typically says when she sees someone that she likes.  Below is an excerpt of the conversation that followed.  By the way, she's four years old.    Daddy:   Where would he stay?   Keisha:   In my room.   Daddy:   Where would he sleep?   Keisha:   On my bed.  I'd sleep on the floor.   Daddy:   Oh.  Who's toothbrush would he use?   Keisha:   My pink one that I don't use anymore.   Daddy:   What food does he like to eat?   Keisha:   He like hamburgers.   Daddy:   Really?  Does he like broccoli?   Keisha:   Yeah.   Daddy:   Cauliflower?   Keisha:   No.  He likes broccoli.   Daddy:    Peas?  Carrots?   Keisha:   No.  He likes broccoli!   Daddy:    What kind of music does he like to listen to?   Keisha:   'Jingle Bells'   Daddy:    Really?  What kind of movies does he like to watch?   Keisha:   He'll watch Barney with me.  And he can play on the 'puter (computer) with me.   Daddy:    Oh.  I see.     --- to be continued ---            "
"4950",4950,449628,"Aries","              Journey Into Geekdom, Part 4   Today my new high score in  Pinball  is 9,002,750!!!         "
"4951",4951,449628,"Aries","              Singing Dreams, Vol. 1   I had a dream last night that I was singing for a group of people at church at a function outside, in a pavillion.  While I was singing a certain song, my microphone started to fade out.  I asked the sound guys to turn up the volume of my mike, but there was nothing they could do.  Something was wrong with the sound system, and they were unable to fix it until the show was over.  So I had to lip-sync the next song, 'Shine', by the Newsboys.         "
"4952",4952,449628,"Aries","              Attack of the Clones Going Digital   I don't know whether to be happy about this yet or not.  I just read in this  urlLink Forbes article  that George Lucas is going to release Star Wars Episode II: Attack of the Clones only in digital format.  According to this article there aren't many theatres with the capability to show them yet.  I don't know if there are any in the Dayton area or not.         "
"4953",4953,449628,"Aries","              Having a Birthday (or Godly Sorrow vs. Worldly Sorrow)   Today I had a birthday.  No, not the annual kind to celebrate when I've added another year to my life.  More like a rebirth of sorts.  It was forced on me somewhat.  I had not been spending my time wisely while at work, and it was showing.  I would make excuses for why progress wasn't where it should be, but really I was just horsing around, not getting the work done.  I've had an improper work ethic.  Today it came to a head when I was given a sharp rebuke from two of my team members.  The other one was out today, but he probably could have chimed in just as much.  I was presented with an ultimatum, so to speak.  Needless to say, that got my attention.  So, I begin anew, with an improved work ethic.  I am also needing to be aware of what's going on around me.  Even if others aren't seeing what I'm doing, I know that God sees, and his opinion is what ultimately matters.  The true sign of a person's integrity is who they are when no one else is around.  I haven't been a man of integrity, that's for sure.  But I can and will keep changing.  I really want to do it for God, but I know I'll be tempted to do it to please men.  I have been reminded of this passage about godly sorrow vs. worldly sorrow:   urlLink 2 Cor. 7:10-11           "
"4954",4954,449628,"Aries","              Journey into Geekdom, Part 3    Update:  This morning I surpassed my existing  urlLink High Score  in  Pinball .  It is now over 8,000,000!!!! Of course, this took many tries.  I was able to accomplish this by playing 4-player games, in which I was all four players.  Aren't you so   excited  ?         "
"4955",4955,449628,"Aries","              Drink Water (or Eight Things to Do with Coca Cola)   This item was sent to me by MJ over a year ago.  I cannot verify whether the information here is valid or not.   Interesting facts: Water vs. Coca Cola   * 75% of Americans are chronically dehydrated. (Likely applies to half world pop.) In 37% of Americans, the thirst mechanism is so weak that it is often mistaken for hunger.  * Even MILD dehydration will slow down one's metabolism as much as 3%.  * One glass of water shuts down midnight hunger pangs for almost 100% of the dieters studied in a U-Washington study.  * Lack of water: the #1 trigger of daytime fatigue.  * Preliminary research indicates that 8-10 glasses of water a day could significantly ease back and joint pain for up to 80% of sufferers.  * A mere 2% drop in body water can trigger fuzzy short-term memory, trouble with basic math, and difficulty focusing on the computer screen or on a printed page.  * Drinking 5 glasses of water daily decreases the risk of colon cancer by 45%, plus it can slash the risk of breast cancer by 79%, and one is 50% less likely to develop ladder cancer.  Are you drinking the amount of water you should every day?   COKE: No wonder it tastes soooo good:   1. In many states (in the USA) the highway patrol carries two gallons of Coke in the trunk to remove blood from the highway after a car accident.  2. You can put a T-bone steak in a bowl of coke and it will be gone in two days.  3. To clean a toilet: Pour a can of Coca-Cola into the toilet bowl and ... Let the 'real thing' sit for one hour, then flush clean. The citric acid in Coke removes stains from vitreous china.  4. To remove rust spots from chrome car bumpers: Rub the bumper with a crumpled-up piece of Reynolds Wrap aluminum foil dipped in Coca-Cola.  5. To clean corrosion from car battery terminals. Pour a can of Coca-Cola over the terminals to bubble away the corrosion.  6. To loosen a rusted bolt: Applying a cloth soaked in Coca-Cola to the rusted bolt for several minutes.  7. To bake a moist ham: Empty a can of Coca-Cola into the baking pan, wrap the ham in aluminum foil, and bake. Thirty minutes before the ham is finished, remove the foil, allowing the drippings to mix with the Coke for a sumptuous brown gravy.  8. To remove grease from clothes: Empty a can of coke into a load of greasy clothes, add detergent, and run through a regular cycle. The Coca-Cola will help loosen grease stains. It will also clean road haze from your windshield.   FYI: -   1. The active ingredient in Coke is phosphoric acid. Its pH is 2.8. It will dissolve a nail in about 4 days.  2. To carry Coca-Cola syrup (the concentrate) the commercial truck must use the Hazardous material place cards reserved for Highly corrosive materials.  3. The distributors of Coke have been using it to clean the engines of their trucks for about 20 years.  Still Want To Drink Up?   Update, 27 March 2003:   I've been doing some research on  urlLink Snopes.com , and I found this out -- The claim that the acids in Coca-Cola not only make it a handy household cleaning product, but harmful to drink as well are   false  .  Check out the  urlLink Acid Slip  page over at Snopes.com.  You'll probably want to add  urlLink Snopes.com  to your favorites list, too.  Please accept my apology for spreading false information.         "
"4956",4956,449628,"Aries","              Journey Into Geekdom, Part 2    Update:   I just checked my high score on the  Pinball  game.  It's 5,705,250.  I've only been able to get this high by being promoted to Ensign and completing some missions.  I just now was able to get up over 4,000,000 for the first time in a WEEK!  Aren't you glad you found out? (heh heh)         "
"4957",4957,449628,"Aries","              The Test    Thanks to my friend JI who emailed this to me:   The CIA had an opening for an assassin. After all of the background checks, interviews, and testing were done there were three finalists:two men and a woman.  For the final test, the CIA agents took one of the men to a large metal door and handed him a gun.  'We must know that you will follow your instructions, no matter what the circumstances. Inside of this room, you will find your wife sitting in a chair. Kill Her!!!'  The man said, 'You can't be serious. I could never shoot my wife.' The agent said, 'Then you're not the right man for this job.'  The second man was given the same instructions.  He took the gun and went into the room. All was quiet for about five minutes. Then the man came out with tears in his eyes.  'I tried, but I can't kill my wife.'  The agent said, 'You don't have what it takes.  Take your wife and go home.'  Finally, it was the woman's turn.  She was given the same instructions to kill her husband. She took the gun and went into the room.  Shots were heard, one shot after another.  They heard screaming, crashing, banging on the walls. After a few minutes, all was quiet. The door opened slowly and there stood the woman.  She wiped the sweat from her brow, and said, 'This gun is loaded with blanks. I had to beat him to death with the chair.'          "
"4958",4958,449628,"Aries","              Journey Into Geekdom, Part 1   Among many signs that I am venturing further into 'geekdom': I've stayed up until past midnight the last two days wrestling with the  Pinball  game on the laptop computer.         "
"4959",4959,449628,"Aries","              Meeting the President   Last night I had an interesting dream.  It all started when I was on my way to school, and I didn't have a shirt to wear.  I was bare-chested.  I felt self-conscious, but since I was running a little late, I couldn't go back home to get a shirt.  I saw some guys playing basketball and went over to one of them.  He suggested I ask one of the guys who was playing if he had an extra shirt.  I did.  Then... almost immediately... the scene changed (and so does the tense).  I'm in this meeting facility and have just heard that the President of the United States is on his way to give a speech at this particular facility.  I am excited.  After some time, I hear a helicopter.  I run to the front window and notice some Secret Service men walking toward the building.  I also see some important dignitaries getting off the helicopter.  A receiving line begins to form outside in front of the entrance, and I join it.  After a little while, the President steps out of the helicopter.  But wait a minute!  No, it's not George W. Bush, the  current  US President.  It's Ronald Reagan, looking in great health, too!  He proceeds toward the receiving line and greets everyone.  He even shakes my hand!  I am so blown away to have shaken the hand of the President of the United States.  And then... the dream ends.         "
"4960",4960,449628,"Aries","              The Itch   He sat there on his couch staring off into space.  Feeling numb from the congestion in his head, he sat motionless.  Then, all of a sudden, he snapped.  His face started to itch all over.  He began scratching his face.  Repeatedly.  It started to sting, and he began to notice blood on his fingernails.  His face was in pain, yet still itching badly.  So he kept scratching.  Eventually he passed out.  Some hours later he awoke.  His face felt sore, but it was no longer itching.  He examined his hands; they were bloody.  He stood up and went to the mirror.  His face looked terrible.  There were multiple gashes on his face.  He went to the bathroom and washed his hands and face.  It looked as though he had lost a fight with a cat.  How was he going to explain this to everyone?  Would they consider him weird?  Unfortunately this was something he could not hide.  Even if he covered them with band aids, he would still look strange.  And what of his parents?  He wouldn't know what to say.  He felt very embarrassed, yet relieved the itch was gone.         "
"4961",4961,449628,"Aries","              That Awful Feeling in My Throat   Stayed home from work today.  Jennie, Keisha, and I have been sick.  We spent most of the day driving around going to and from doctor's appointments.  So not much rest for me today.  I might not go into work tomorrow.  Depends.  Gotta get some rest.  Actually, it's been a little hard to get rest.  I feel as though every other second, I have to swallow.  'Secretions', if you know what I mean.  Doctor said it's a sinus infection for Jennie and me.  Began taking antibiotic and some cough medicine.  Take plenty of fluids, I've been advised.   Ok, then.  Until next time, Danimal over and out         "
"4962",4962,449628,"Aries","              Paranoia   Sometimes at night, when I get into my car and I'm alone, I feel a little paranoid.  Especially if I'm in a dark area.  A couple of things go through my mind:  - Hurry up, get inside the car, and lock the doors so no one else can get in - What will happen when I start the car?  Will the car explode because there's a bomb?         "
"4963",4963,449628,"Aries","              Miracle of Birth   I just received pictures of my best friend's new baby girl.  BI and his wife JI, along with their daughter LI, were in the pictures with the new baby.  It's so cool to see a new person being born into the world.  God is definitely awesome.         "
"4964",4964,449628,"Aries","              Procrastination   I was thinking earlier that of all the weaknesses in my character, if I could change my procrastination, I'd be a lot better off.  I've learned recently that one of the characteristics of someone with ADHD is procrastination.  As an ADHD adult, I see this a lot in my character.  I tend to forego doing the things that are not as interesting to me or don't tend to hold my attention, for those activities that are more interesting and do tend to hold my attention.  For instance, I thought about writing this post yesterday evening, but I've waited until right now (2:11 AM EST Thursday, March 7, 2002) to actually post.  I know that I need to work on changing the procrastination in my character.  That's the easy part.  Actually making the changes is more difficult.  I think I'll work on it later.         "
"4965",4965,449628,"Aries","              Rolling for Groceries   This past Sunday afternoon, I did something I never have done before.  I went to Kroger to get some stuff for lunch, and as I walked in the store, I saw a wheelchair next to all the carts.  My feet were a bit sore, so I thought, why not?  I climbed into the wheelchair and put the basket to hold my groceries down and started off.  Honestly, it felt a little weird.  It was so different, going around the store in the wheelchair.  For one thing, I had to use my arms to move the wheels.  It was also a bit strange as I interacted with other people, especially when they or I had to move out of the way to get where we were going.  I was very tempted to ask for sympathy, but I didn't, thankfully.  When I finally paid for my groceries, I wheeled myself out of the store, into the parking lot, and up to my car.  Then I got out of the wheelchair and walked it to where the other shopping carts were.  I was glad for the experience because I can better empathize with others who use wheelchairs.         "
"4966",4966,449628,"Aries","              Untitled - A Haiku  Love of life - zesty Drifting away I'm Warmed by the sunshine  Now, more than ever I see all my weaknesses In my fragile frame         "
"4967",4967,449628,"Aries","              A Good Deed   He fell into a daydream.  The long line of cars on the highway looked like spaghetti noodles.  One lonely cloud rested in the sky, on this mid-summer night.  He drove along with the top down, and the summer breeze blowing his shoulder-length hair back.  He turned on the radio and heard '...a love that drips/ like honey/ sticky sweet...'.  And just then he spotted a disabled vehicle on the side of the highway.  A woman was standing beside it waving a white handkerchief.  He immediately pulled over and asked what he could do to help.  Several minutes later, he lowered the hood of her car, opened the door for her to climb back in, and asked her for her phone number.  Delighted that she was no longer held captive, she said 'I'll tell you what, handsome follow me to the truck stop at the next exit.  We can have lunch together.'  He agreed and hopped back into his convertible.  He turned his radio on and heard U2 singing '...that was the day before love came to town...'  He sped off toward the next exit.         "
"4968",4968,449628,"Aries","              Icy Wind   Last night he drove down Main Street several miles.  He made a brief stop at the pony keg for a 12-pack of beer.  The winter air was so cold that as he breathed, he could feel the chill in his chest.  It felt like the same chill he usually gets from eating ice cream too fast.  Back in the car, he drove several more miles, barely able to see anything.  Snow fell horizontally, carried along by the heavy, icy wind.  Other than the white flakes pelting his car, he could only see the flashing tailights of the cars ahead of him.  Traffic was at a slow crawl, since most were not used to driving in this weather.  After all, this was only the third time this winter that a snow storm like this came there way.  He could not help thinking about his vacation last summer, when he fell in love once more...         "
"4969",4969,449628,"Aries","              Understanding Written Communication    I was inspired to write this as a result of a conversation Jennie and I had with our friend DB.  She received something in an email from another friend of ours, and what it contained seemed to disturb her.   Written communication can be difficult to understand.  Since I read words that have already been spoken, I only have that evidence to go on in order to understand the writer's message.  More exists than simply the written text.  As a reader, I must consider the following:    What is the main theme? What are the main points? What is the writer's tone? What can I get from the author's choice of words? What about the writer's style? What bias do I bring as I read? What is the mood of the piece? What mood do I bring as I read? If I know the writer, how is my relationship with him/her?    I propose that with what an author writes, he or she has put forth a challenge to potential readers:   Understand what I'm writing.    While some may consider that idea obvious, I believe it is important to examine more than simply the text an author has given us.  To truly understand an author's message, therefore, we must take an active role as we read.         "
"4970",4970,449628,"Aries","              I Am The Flag   This website is awesome!!!  To get the most out of it, turn up your speakers, and click the link above.  It has some pretty cool pictures, including an ice sculpture of a fireman holding on to the flag.   urlLink See  for yourself.   6/8/2003 Update:  I updated the link to I Am The Flag.         "
"4971",4971,449628,"Aries","              How are We [ADDers] Different?   courtesy of Bob Seay   'ADDers are no easier to stereotype than any other group of 10 to 20 million people. Within the broad umbrella of behaviors and symptoms are varied degrees of severity, ranging from mild to chronic. We know that while all hyperactive people have ADD, not all ADDers are hyperactive, or at least not physically hyperactive (mental hyperactivity is certainly a possibility). Many times, there are other factors, such as obssesive-compulsive disorder or, more commonly, depression, which co-exist with the ADD.'  (from the Introduction)   urlLink more>>          "
"4972",4972,449628,"Aries","              Living with Attention Deficit Disorder   'I really wish they wouldn't call it that -- Attention Deficit Disorder. People tthink that those of us with ADD can't focus on anything. Actually, it couldn't be farther from the truth! We can focus. The problem is, we focus on everything! And because of that we have so much vying for our attention (that others usually can just tune out) we aren't able to focus on the one thing at hand.'  urlLink more >>          "
"4973",4973,449628,"Aries","              Star Wars Guerilla Marketing   Some  urlLink links  related to the upcoming release of 'Star Wars: Attack of the Clones'...         "
"4974",4974,449628,"Aries","              Uncle Sam wants you   'The government has teamed up with a Web site to spread the word about the many government jobs out there.'  urlLink more >>           "
"4975",4975,449628,"Aries","              Changing your oil   'How often should you change the oil in your car? Clark [Howard] upset quite a few people in the oil change business when he told listeners to follow the manufacturers guide for their vehicle.'   urlLink more >>          "
"4976",4976,449628,"Aries","              Lissom, Today's Word of the Day  -  courtesy of Dictionary.com    lissom, also lissome \LISS-uhm\, adjective:     1. Limber; supple; flexible.    2. Light and quick in action; nimble; agile; active.        Raphaelle  Boitel  moves  with  the  lissom,  contortionist      plastique of a snake-woman.      --Nadine    Meisner,    'Clowns    real    and   imagined,'      [1]Independent, April 20, 2001       Her  foot  touches  the plate and sets off the trap, but so      swift and lissome is she that her ankles evade the clash of      the serrated iron jaws as they spring together.      --John Bayley, [2]Iris and Her Friends                "
"4977",4977,449628,"Aries","              AAACK!  This  urlLink quote  has further reminded me that I still need to file our city income tax returns, which are due tomorrow.  I know I need to change this habit of  urlLink procrastination , but I think I'll wait until later to do it.         "
"4978",4978,449628,"Aries","              urlLink      urlLink Which Action Star Are You?          "
"4979",4979,449628,"Aries","              LA Riot - 10th Anniversary   Today marks the 10th anniversary of the riots in Los Angeles.  I remember exactly where I was when I heard what was happening.  I was in college working a part-time job in a research lab for the US EPA.  I overheard the news on a janitor's radio.  >  urlLink Los Angeles Times coverage   >  urlLink Hyungwon's L.A. Riot photos          "
"4980",4980,449628,"Aries","              Late Night Talk Show Jokes   Find out what Dave, Jay, Conan, and Craig are saying...  urlLink more>>          "
"4981",4981,449628,"Aries","              Thanks ... to  urlLink Tiara  for signing our  urlLink guestbook .            "
